entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
374454	KRT77	0.018758862	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	NA	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	NA	NA	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	NA	NA	Not detected
5551	PRF1	0.018758862	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Medium	High	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Low	Not detected	Not detected	NA
10417	SPON2	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57647	DHX37	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Medium	Low	NA	Low	Low	Low	Not detected	Low	Medium	Not detected	Medium	Medium	Not detected	Medium	Not detected	Medium	Medium	Medium	Medium	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Low	Medium	Not detected	Low	Not detected	Low	Medium	Medium	Low	Medium	NA	Low	NA	Medium	Low	Medium	Not detected	Medium	Low	Low	Medium	Medium	Medium	Low	Medium	Not detected	Not detected	Not detected	NA	Not detected	Not detected	NA	Low	Low	Medium	Medium	Low	Not detected	Not detected	Medium	Medium	Low	Low	Low	Medium	Medium	Medium	Low	NA	NA	NA
79794	C12orf49	0.018758862	Low	Not detected	Low	Low	Low	Low	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Medium	Low	Low	Medium	Low	Medium	Medium	High	High	Low	Not detected	Not detected	Medium	Medium	NA	Medium	Not detected	Medium	Medium	Not detected	Not detected	Low	Not detected	Low	Medium	High	NA	High	Medium	Low	Low	Medium	Medium	Not detected	Low	High	High	Not detected	Not detected	Not detected	High	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Medium	NA	High	Low	Low	Medium	Low	Medium	Not detected	Not detected	Not detected	Not detected	Low	High	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Low	Not detected	Not detected	Medium	Medium	Low	Low	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Low	Not detected	High	Not detected	Medium	NA	Medium
89796	NAV1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148266	ZNF569	0.018758862	High	Medium	Medium	High	High	Low	High	High	Medium	Low	Low	High	High	Medium	High	Medium	High	Medium	Medium	High	Medium	High	Medium	Medium	Not detected	High	Low	High	Not detected	Not detected	Not detected	Medium	Low	Medium	Low	Medium	Medium	Medium	High	High	High	High	High	Medium	High	Low	Not detected	Low	Medium	High	Low	Medium	Medium	High	Medium	Medium	Low	Low	High	Medium	Medium	High	Low	High	High	Medium	Medium	High	High	High	Medium	High	Medium	Medium	Low	Medium	High	Medium	NA	NA	NA	Not detected	Medium	Medium	Medium	Low	High	High	Medium	Medium	Medium	Medium	Medium	High	High	Low	High	Low	Medium	High	Medium	NA	NA
153733	CCDC112	0.018758862	Medium	Low	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Low	Medium	Medium	Medium	High	Medium	Medium	Medium	Not detected	Medium	Medium	Low	Medium	Not detected	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Low	Not detected	Low	Medium	Medium	Not detected	Medium	Not detected	Medium	Low	Low	Low	Low	NA	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	High	Low	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Not detected	Low	Not detected	Not detected	Medium	Low	Medium	Not detected	High	Medium	Medium	High	Medium	Medium	Low	Medium	Medium	Low	Low	Low	Low	Medium	NA	Not detected	NA
202051	SPATA24	0.018758862	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Medium	Low	Low	Low	Low	Not detected	Low	Low	Medium	Low	Medium	Medium	Medium	NA	Low	Not detected	Medium	Low	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	High	NA	Medium	Medium	Medium	Medium	High	Medium	Not detected	Not detected	High	High	Not detected	Low	Low	Not detected	Medium	Low	Low	Low	Medium	Medium	Not detected	Medium	Not detected	NA	Medium	High	Low	Medium	Low	Low	High	Not detected	Low	Medium	Medium	Medium	High	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Low	Medium	Medium	Low	Low	Medium	Medium	Not detected	Low	Not detected	Low	Medium	NA	NA	NA
284338	PRR19	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493753	COA5	0.018758862	Low	Low	Low	Low	Low	Not detected	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	High	Low	Not detected	Not detected	Not detected	Low	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Medium	Low	Medium	Not detected	High	Not detected	Not detected	Not detected	High	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	Medium	High	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA
6251	RSU1	0.018758862	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Low	Low	Not detected	Low	Low	Low	Low	Not detected	Low	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Low	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	High	Low	Low	Low	Low	Low	Not detected	Not detected	Low	Not detected	Not detected	High	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Medium	Not detected	Not detected	Medium	Medium	Not detected	Not detected	NA	Not detected	NA	High	Not detected	Not detected	Not detected	Not detected	Low	Medium	Low	Low	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	NA	NA
6860	SYT4	0.018758862	Low	Medium	Medium	Low	Low	Medium	Not detected	Low	Low	Medium	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Medium	Low	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Low	Not detected	Medium	Medium	Low	Low	Low	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Low	Not detected	Low	Medium	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Low	Not detected	Low	Medium	Not detected	Not detected	Medium	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Low	Not detected	Medium	Medium	NA	Not detected	Not detected	Not detected	NA	NA	Medium	Medium	Medium	Medium	Not detected	Medium	Not detected	Medium	Medium	Low	Low	Not detected	Not detected	Not detected	Low	Not detected	NA	NA	NA
6404	SELPLG	0.018758862	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Medium	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
7083	TK1	0.018758862	Medium	Medium	Low	High	Medium	Low	High	Low	Low	Medium	Low	Low	Low	Medium	Not detected	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	High	Not detected	Low	Low	Medium	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Medium	Not detected	Medium	Not detected	Medium	Medium	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	High	Medium	Medium	Medium	Not detected	Not detected	Not detected	Not detected	NA	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	High	Medium	Medium	Not detected	Not detected	Low	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	High	Medium	Medium	Not detected	Low	Medium	Not detected	Medium	Not detected	Not detected	NA	NA
23558	WBP2	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80700	UBXN6	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84948	TIGD5	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6168	RPL37A	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22844	FRMPD1	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Not detected	Medium	Not detected	High	Low	Medium	High	Low	Low	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	High	NA	High	Low	High	Medium	High	Low	Not detected	Not detected	Medium	High	Not detected	Not detected	Low	Medium	Low	Not detected	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Low	Low	Medium	Low	Not detected	Not detected	Medium	Medium	High	Medium	Not detected	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	High	Low	Not detected	Low	Medium	Not detected	Medium	Low	NA	Medium	NA
83937	RASSF4	0.018758862	Medium	High	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Low	Medium	Medium	High	Low	Medium	Medium	Medium	Medium	Medium	Low	High	Medium	High	Medium	Medium	Low	Low	Not detected	Not detected	Not detected	Low	Low	Low	Medium	NA	Medium	NA	Medium	High	Not detected	High	High	Medium	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Not detected	High	Medium	Medium	Medium	Medium	NA	Medium	Low	Medium	Medium	High	Medium	Medium	High	Not detected	Not detected	Medium	High	Medium	Medium	High	High	High	High	High	Not detected	Not detected	High	High	High	Medium	Medium	Low	Low	Medium	High	Not detected	Not detected	Low	Medium	Medium	Medium	NA	High
84173	ELMOD3	0.018758862	Low	Low	Low	Low	Low	Medium	Low	Medium	Low	Not detected	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Medium	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Not detected	Not detected	Not detected	High	Not detected	Low	Low	Low	Low	High	Medium	Low	Medium	Low	Medium	Medium	Low	Low	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Low	Low	Not detected	High	Not detected	Low	Medium	Low	High	Not detected	High	Low	Medium	Low	Low	Low	Low	Medium	Low	High	Medium	Medium	Medium	Medium	Not detected	High	Low	Not detected	Not detected	Not detected	Not detected	Medium	Low	Not detected	Low	Low	Not detected	Medium	High	Not detected	Not detected	Medium	Medium	Not detected	Low	High	Low	Low	NA	NA	NA
124149	ANKRD26P1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25801	GCA	0.018758862	Low	Not detected	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Not detected	Low	Not detected	Medium	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	High	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	NA
4715	NDUFB9	0.018758862	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Low	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Not detected	Medium	Medium	Not detected	Low	Low	High	Not detected	Not detected	Not detected	Medium	Not detected	Low	Medium	Low	Medium	Not detected	Low	Medium	Low	Not detected	Not detected	Not detected	Medium	Low	High	Not detected	Medium	Low	Medium	High	Not detected	Medium	Not detected	High	Not detected	Medium	Not detected	Low	Low	Not detected	Not detected	Not detected	Low	Low	Not detected	Medium	Low	Not detected	NA	Low	Medium	Medium	Medium	Medium	Low	Not detected	Low	Not detected	Not detected	Low	High	Not detected	NA	Not detected	Not detected	High	Not detected	Not detected	Low	Low	High	High	Not detected	Low	Low	Low	Low	Medium	Medium	Low	Medium	Not detected	Not detected	Low	Not detected	Not detected	NA
6770	STAR	0.018758862	Low	Medium	Not detected	Not detected	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA	Not detected
10018	BCL2L11	0.018758862	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Low	Low	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Not detected	High	Not detected	Medium	Low	Medium	High	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	High	Low	Medium	Medium	Low	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	High	Low	High	Medium	NA	Not detected	NA
23059	CLUAP1	0.018758862	High	Medium	High	High	High	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Medium	High	Medium	High	High	Medium	Medium	High	High	Medium	High	Low	Not detected	Medium	High	Not detected	Not detected	Medium	Medium	Medium	Medium	High	Medium	High	Medium	High	High	High	High	Low	Medium	Medium	High	Low	Low	Medium	High	Medium	Medium	Medium	Medium	High	Low	Medium	High	High	High	Medium	Medium	High	High	Medium	Medium	High	Medium	Medium	High	High	Medium	High	Medium	High	Medium	NA	High	Medium	Medium	Low	High	High	High	High	High	High	Medium	High	NA	High	Low	High	Not detected	Medium	Medium	NA	NA	NA
54431	DNAJC10	0.018758862	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Low	Medium	Medium	Medium	Low	Low	Medium	Medium	Low	Medium	Low	Medium	Medium	Not detected	Low	NA	Medium	Medium	Medium	Low	Low	Medium	Medium	Low	Medium	Not detected	Low	Low	Medium	Medium	NA	Medium	High	Medium	Medium	Medium	Medium	Low	Medium	Not detected	Medium	Low	Low	Low	Medium	Low	Low	Not detected	Low	Medium	Not detected	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Not detected	Medium	Medium	Medium	Medium	Medium	Not detected	Low	Low	Medium	Not detected	High	Not detected	Medium	Medium	Medium	Medium	Medium
55619	DOCK10	0.018758862	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	High	Low	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA	Not detected
55621	TRMT1	0.018758862	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Low	Low	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Low	Low	Medium	Not detected	Low	Medium	Not detected	Medium	Low	Not detected	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Not detected	Medium	Low	Medium	Not detected	Low	Low	Low	Low	Low	Medium	Low	Low	Medium	Low	Medium	NA	Medium	Low	Medium	Medium	Medium	Low	Low	Not detected	Not detected	Low	Medium	High	Low	Low	Low	Low	Low	Low	NA	Low	Low	Medium	Medium	Medium	Medium	Medium	Low	Low	Low	Medium	Low	Medium	Low	Medium	Medium	Low	NA	Low
